number,filename,sens,content,class
,中华人民共和国网络安全法,25,网络运营者应当制定网络安全事件应急预案，及时处置系统漏洞、计算机病毒、网络攻击、网络侵入等安全风险；在发生危害网络安全的事件时，立即启动应急预案，采取相应的补救措施，并按照规定向有关主管部门报告。,运营者要求
,中华人民共和国网络安全法,26,开展网络安全认证、检测、风险评估等活动，向社会发布系统漏洞、计算机病毒、网络攻击、网络侵入等网络安全信息，应当遵守国家有关规定。,运营者要求
,中华人民共和国网络安全法,27,任何个人和组织不得从事非法侵入他人网络、干扰他人网络正常功能、窃取网络数据等危害网络安全的活动；不得提供专门用于从事侵入网络、干扰网络正常功能及防护措施、窃取网络数据等危害网络安全活动的程序、工具；明知他人从事危害网络安全的活动的，不得为其提供技术支持、广告推广、支付结算等帮助。,使用者要求
,中华人民共和国网络安全法,28,网络运营者应当为公安机关、国家安全机关依法维护国家安全和侦查犯罪的活动提供技术支持和协助。,运营者要求
,中华人民共和国网络安全法,29,"国家支持网络运营者之间在网络安全信息收集、分析、通报和应急处置等方面进行合作，提高网络运营者的安全保障能力。
　　有关行业组织建立健全本行业的网络安全保护规范和协作机制，加强对网络安全风险的分析评估，定期向会员进行风险警示，支持、协助会员应对网络安全风险。",运营者要求
,中华人民共和国网络安全法,30,网信部门和有关部门在履行网络安全保护职责中获取的信息，只能用于维护网络安全的需要，不得用于其他用途。,法规部署
,中华人民共和国网络安全法,31,"国家对公共通信和信息服务、能源、交通、水利、金融、公共服务、电子政务等重要行业和领域，以及其他一旦遭到破坏、丧失功能或者数据泄露，可能严重危害国家安全、国计民生、公共利益的关键信息基础设施，在网络安全等级保护制度的基础上，实行重点保护。关键信息基础设施的具体范围和安全保护办法由国务院制定。
　　国家鼓励关键信息基础设施以外的网络运营者自愿参与关键信息基础设施保护体系。",法规部署
,中华人民共和国网络安全法,32,按照国务院规定的职责分工，负责关键信息基础设施安全保护工作的部门分别编制并组织实施本行业、本领域的关键信息基础设施安全规划，指导和监督关键信息基础设施运行安全保护工作。,法规部署
,中华人民共和国网络安全法,33,建设关键信息基础设施应当确保其具有支持业务稳定、持续运行的性能，并保证安全技术措施同步规划、同步建设、同步使用。,法规部署
,中华人民共和国网络安全法,34,"除本法第二十一条的规定外，关键信息基础设施的运营者还应当履行下列安全保护义务：
　　（一）设置专门安全管理机构和安全管理负责人，并对该负责人和关键岗位的人员进行安全背景审查；
　　（二）定期对从业人员进行网络安全教育、技术培训和技能考核；
　　（三）对重要系统和数据库进行容灾备份；
　　（四）制定网络安全事件应急预案，并定期进行演练；
　　（五）法律、行政法规规定的其他义务。",运营者要求
,中华人民共和国网络安全法,35,关键信息基础设施的运营者采购网络产品和服务，可能影响国家安全的，应当通过国家网信部门会同国务院有关部门组织的国家安全审查。,法规部署
,中华人民共和国网络安全法,36,关键信息基础设施的运营者采购网络产品和服务，应当按照规定与提供者签订安全保密协议，明确安全和保密义务与责任。,运营者要求
,中华人民共和国网络安全法,37,关键信息基础设施的运营者在中华人民共和国境内运营中收集和产生的个人信息和重要数据应当在境内存储。因业务需要，确需向境外提供的，应当按照国家网信部门会同国务院有关部门制定的办法进行安全评估；法律、行政法规另有规定的，依照其规定。,运营者要求
,中华人民共和国网络安全法,38,关键信息基础设施的运营者应当自行或者委托网络安全服务机构对其网络的安全性和可能存在的风险每年至少进行一次检测评估，并将检测评估情况和改进措施报送相关负责关键信息基础设施安全保护工作的部门。,运营者要求
,中华人民共和国网络安全法,39,"国家网信部门应当统筹协调有关部门对关键信息基础设施的安全保护采取下列措施：
　　（一）对关键信息基础设施的安全风险进行抽查检测，提出改进措施，必要时可以委托网络安全服务机构对网络存在的安全风险进行检测评估；
　　（二）定期组织关键信息基础设施的运营者进行网络安全应急演练，提高应对网络安全事件的水平和协同配合能力；
　　（三）促进有关部门、关键信息基础设施的运营者以及有关研究机构、网络安全服务机构等之间的网络安全信息共享；
　　（四）对网络安全事件的应急处置与网络功能的恢复等，提供技术支持和协助。",法规部署
,中华人民共和国网络安全法,40,网络运营者应当对其收集的用户信息严格保密，并建立健全用户信息保护制度。,运营者要求
,中华人民共和国网络安全法,41,"网络运营者收集、使用个人信息，应当遵循合法、正当、必要的原则，公开收集、使用规则，明示收集、使用信息的目的、方式和范围，并经被收集者同意。
　　网络运营者不得收集与其提供的服务无关的个人信息，不得违反法律、行政法规的规定和双方的约定收集、使用个人信息，并应当依照法律、行政法规的规定和与用户的约定，处理其保存的个人信息。",运营者要求
,中华人民共和国网络安全法,42,"网络运营者不得泄露、篡改、毁损其收集的个人信息；未经被收集者同意，不得向他人提供个人信息。但是，经过处理无法识别特定个人且不能复原的除外。
　　网络运营者应当采取技术措施和其他必要措施，确保其收集的个人信息安全，防止信息泄露、毁损、丢失。在发生或者可能发生个人信息泄露、毁损、丢失的情况时，应当立即采取补救措施，按照规定及时告知用户并向有关主管部门报告。",运营者要求
,中华人民共和国网络安全法,43,个人发现网络运营者违反法律、行政法规的规定或者双方的约定收集、使用其个人信息的，有权要求网络运营者删除其个人信息；发现网络运营者收集、存储的其个人信息有错误的，有权要求网络运营者予以更正。网络运营者应当采取措施予以删除或者更正。,法规倡议
,中华人民共和国网络安全法,44,任何个人和组织不得窃取或者以其他非法方式获取个人信息，不得非法出售或者非法向他人提供个人信息。,使用者要求
,中华人民共和国网络安全法,45,依法负有网络安全监督管理职责的部门及其工作人员，必须对在履行职责中知悉的个人信息、隐私和商业秘密严格保密，不得泄露、出售或者非法向他人提供。,法规部署
,中华人民共和国网络安全法,46,任何个人和组织应当对其使用网络的行为负责，不得设立用于实施诈骗，传授犯罪方法，制作或者销售违禁物品、管制物品等违法犯罪活动的网站、通讯群组，不得利用网络发布涉及实施诈骗，制作或者销售违禁物品、管制物品以及其他违法犯罪活动的信息。,使用者要求
,中华人民共和国网络安全法,47,网络运营者应当加强对其用户发布的信息的管理，发现法律、行政法规禁止发布或者传输的信息的，应当立即停止传输该信息，采取消除等处置措施，防止信息扩散，保存有关记录，并向有关主管部门报告。,运营者要求
,中华人民共和国网络安全法,48,"任何个人和组织发送的电子信息、提供的应用软件，不得设置恶意程序，不得含有法律、行政法规禁止发布或者传输的信息。
　　电子信息发送服务提供者和应用软件下载服务提供者，应当履行安全管理义务，知道其用户有前款规定行为的，应当停止提供服务，采取消除等处置措施，保存有关记录，并向有关主管部门报告。",使用者要求
,中华人民共和国网络安全法,49,"网络运营者应当建立网络信息安全投诉、举报制度，公布投诉、举报方式等信息，及时受理并处理有关网络信息安全的投诉和举报。
　　网络运营者对网信部门和有关部门依法实施的监督检查，应当予以配合。",运营者要求
,中华人民共和国网络安全法,50,国家网信部门和有关部门依法履行网络信息安全监督管理职责，发现法律、行政法规禁止发布或者传输的信息的，应当要求网络运营者停止传输，采取消除等处置措施，保存有关记录；对来源于中华人民共和国境外的上述信息，应当通知有关机构采取技术措施和其他必要措施阻断传播。,法规部署
,中华人民共和国网络安全法,51,国家建立网络安全监测预警和信息通报制度。国家网信部门应当统筹协调有关部门加强网络安全信息收集、分析和通报工作，按照规定统一发布网络安全监测预警信息。,法规部署
,中华人民共和国网络安全法,52,负责关键信息基础设施安全保护工作的部门，应当建立健全本行业、本领域的网络安全监测预警和信息通报制度，并按照规定报送网络安全监测预警信息。,法规部署
,中华人民共和国网络安全法,53,"国家网信部门协调有关部门建立健全网络安全风险评估和应急工作机制，制定网络安全事件应急预案，并定期组织演练。
　　负责关键信息基础设施安全保护工作的部门应当制定本行业、本领域的网络安全事件应急预案，并定期组织演练。
　　网络安全事件应急预案应当按照事件发生后的危害程度、影响范围等因素对网络安全事件进行分级，并规定相应的应急处置措施。",法规部署
,中华人民共和国网络安全法,54,"网络安全事件发生的风险增大时，省级以上人民政府有关部门应当按照规定的权限和程序，并根据网络安全风险的特点和可能造成的危害，采取下列措施：
　　（一）要求有关部门、机构和人员及时收集、报告有关信息，加强对网络安全风险的监测；
　　（二）组织有关部门、机构和专业人员，对网络安全风险信息进行分析评估，预测事件发生的可能性、影响范围和危害程度；
　　（三）向社会发布网络安全风险预警，发布避免、减轻危害的措施。",法规部署
,中华人民共和国网络安全法,55,发生网络安全事件，应当立即启动网络安全事件应急预案，对网络安全事件进行调查和评估，要求网络运营者采取技术措施和其他必要措施，消除安全隐患，防止危害扩大，并及时向社会发布与公众有关的警示信息。,运营者要求
,中华人民共和国网络安全法,56,省级以上人民政府有关部门在履行网络安全监督管理职责中，发现网络存在较大安全风险或者发生安全事件的，可以按照规定的权限和程序对该网络的运营者的法定代表人或者主要负责人进行约谈。网络运营者应当按照要求采取措施，进行整改，消除隐患。,法规部署
,中华人民共和国网络安全法,57,因网络安全事件，发生突发事件或者生产安全事故的，应当依照《中华人民共和国突发事件应对法》、《中华人民共和国安全生产法》等有关法律、行政法规的规定处置。,法规部署
,中华人民共和国网络安全法,58,因维护国家安全和社会公共秩序，处置重大突发社会安全事件的需要，经国务院决定或者批准，可以在特定区域对网络通信采取限制等临时措施。,法规部署
,中华人民共和国网络安全法,59,"网络运营者不履行本法第二十一条、第二十五条规定的网络安全保护义务的，由有关主管部门责令改正，给予警告；拒不改正或者导致危害网络安全等后果的，处一万元以上十万元以下罚款，对直接负责的主管人员处五千元以上五万元以下罚款。
　　关键信息基础设施的运营者不履行本法第三十三条、第三十四条、第三十六条、第三十八条规定的网络安全保护义务的，由有关主管部门责令改正，给予警告；拒不改正或者导致危害网络安全等后果的，处十万元以上一百万元以下罚款，对直接负责的主管人员处一万元以上十万元以下罚款。",惩罚
,中华人民共和国网络安全法,60,"违反本法第二十二条第一款、第二款和第四十八条第一款规定，有下列行为之一的，由有关主管部门责令改正，给予警告；拒不改正或者导致危害网络安全等后果的，处五万元以上五十万元以下罚款，对直接负责的主管人员处一万元以上十万元以下罚款：
　　（一）设置恶意程序的；
　　（二）对其产品、服务存在的安全缺陷、漏洞等风险未立即采取补救措施，或者未按照规定及时告知用户并向有关主管部门报告的；
　　（三）擅自终止为其产品、服务提供安全维护的。",惩罚
,中华人民共和国网络安全法,61,网络运营者违反本法第二十四条第一款规定，未要求用户提供真实身份信息，或者对不提供真实身份信息的用户提供相关服务的，由有关主管部门责令改正；拒不改正或者情节严重的，处五万元以上五十万元以下罚款，并可以由有关主管部门责令暂停相关业务、停业整顿、关闭网站、吊销相关业务许可证或者吊销营业执照，对直接负责的主管人员和其他直接责任人员处一万元以上十万元以下罚款。,惩罚
,中华人民共和国网络安全法,62,违反本法第二十六条规定，开展网络安全认证、检测、风险评估等活动，或者向社会发布系统漏洞、计算机病毒、网络攻击、网络侵入等网络安全信息的，由有关主管部门责令改正，给予警告；拒不改正或者情节严重的，处一万元以上十万元以下罚款，并可以由有关主管部门责令暂停相关业务、停业整顿、关闭网站、吊销相关业务许可证或者吊销营业执照，对直接负责的主管人员和其他直接责任人员处五千元以上五万元以下罚款。,惩罚
,中华人民共和国网络安全法,63,"违反本法第二十七条规定，从事危害网络安全的活动，或者提供专门用于从事危害网络安全活动的程序、工具，或者为他人从事危害网络安全的活动提供技术支持、广告推广、支付结算等帮助，尚不构成犯罪的，由公安机关没收违法所得，处五日以下拘留，可以并处五万元以上五十万元以下罚款；情节较重的，处五日以上十五日以下拘留，可以并处十万元以上一百万元以下罚款。
　　单位有前款行为的，由公安机关没收违法所得，处十万元以上一百万元以下罚款，并对直接负责的主管人员和其他直接责任人员依照前款规定处罚。
　　违反本法第二十七条规定，受到治安管理处罚的人员，五年内不得从事网络安全管理和网络运营关键岗位的工作；受到刑事处罚的人员，终身不得从事网络安全管理和网络运营关键岗位的工作。",惩罚
,中华人民共和国网络安全法,64,"网络运营者、网络产品或者服务的提供者违反本法第二十二条第三款、第四十一条至第四十三条规定，侵害个人信息依法得到保护的权利的，由有关主管部门责令改正，可以根据情节单处或者并处警告、没收违法所得、处违法所得一倍以上十倍以下罚款，没有违法所得的，处一百万元以下罚款，对直接负责的主管人员和其他直接责任人员处一万元以上十万元以下罚款；情节严重的，并可以责令暂停相关业务、停业整顿、关闭网站、吊销相关业务许可证或者吊销营业执照。
　　违反本法第四十四条规定，窃取或者以其他非法方式获取、非法出售或者非法向他人提供个人信息，尚不构成犯罪的，由公安机关没收违法所得，并处违法所得一倍以上十倍以下罚款，没有违法所得的，处一百万元以下罚款。",惩罚
,中华人民共和国网络安全法,65,关键信息基础设施的运营者违反本法第三十五条规定，使用未经安全审查或者安全审查未通过的网络产品或者服务的，由有关主管部门责令停止使用，处采购金额一倍以上十倍以下罚款；对直接负责的主管人员和其他直接责任人员处一万元以上十万元以下罚款。,惩罚
,中华人民共和国网络安全法,66,关键信息基础设施的运营者违反本法第三十七条规定，在境外存储网络数据，或者向境外提供网络数据的，由有关主管部门责令改正，给予警告，没收违法所得，处五万元以上五十万元以下罚款，并可以责令暂停相关业务、停业整顿、关闭网站、吊销相关业务许可证或者吊销营业执照；对直接负责的主管人员和其他直接责任人员处一万元以上十万元以下罚款。,惩罚
,中华人民共和国网络安全法,67,"违反本法第四十六条规定，设立用于实施违法犯罪活动的网站、通讯群组，或者利用网络发布涉及实施违法犯罪活动的信息，尚不构成犯罪的，由公安机关处五日以下拘留，可以并处一万元以上十万元以下罚款；情节较重的，处五日以上十五日以下拘留，可以并处五万元以上五十万元以下罚款。关闭用于实施违法犯罪活动的网站、通讯群组。
　　单位有前款行为的，由公安机关处十万元以上五十万元以下罚款，并对直接负责的主管人员和其他直接责任人员依照前款规定处罚。",惩罚
,中华人民共和国网络安全法,68,"网络运营者违反本法第四十七条规定，对法律、行政法规禁止发布或者传输的信息未停止传输、采取消除等处置措施、保存有关记录的，由有关主管部门责令改正，给予警告，没收违法所得；拒不改正或者情节严重的，处十万元以上五十万元以下罚款，并可以责令暂停相关业务、停业整顿、关闭网站、吊销相关业务许可证或者吊销营业执照，对直接负责的主管人员和其他直接责任人员处一万元以上十万元以下罚款。
　　电子信息发送服务提供者、应用软件下载服务提供者，不履行本法第四十八条第二款规定的安全管理义务的，依照前款规定处罚。",惩罚
,中华人民共和国网络安全法,69,"网络运营者违反本法规定，有下列行为之一的，由有关主管部门责令改正；拒不改正或者情节严重的，处五万元以上五十万元以下罚款，对直接负责的主管人员和其他直接责任人员，处一万元以上十万元以下罚款：
　　（一）不按照有关部门的要求对法律、行政法规禁止发布或者传输的信息，采取停止传输、消除等处置措施的；
　　（二）拒绝、阻碍有关部门依法实施的监督检查的；
　　（三）拒不向公安机关、国家安全机关提供技术支持和协助的。",惩罚
,中华人民共和国网络安全法,70,发布或者传输本法第十二条第二款和其他法律、行政法规禁止发布或者传输的信息的，依照有关法律、行政法规的规定处罚。,惩罚
,中华人民共和国网络安全法,71,有本法规定的违法行为的，依照有关法律、行政法规的规定记入信用档案，并予以公示。,惩罚
,中华人民共和国网络安全法,72,国家机关政务网络的运营者不履行本法规定的网络安全保护义务的，由其上级机关或者有关机关责令改正；对直接负责的主管人员和其他直接责任人员依法给予处分。,惩罚
,中华人民共和国网络安全法,73,"网信部门和有关部门违反本法第三十条规定，将在履行网络安全保护职责中获取的信息用于其他用途的，对直接负责的主管人员和其他直接责任人员依法给予处分。
　　网信部门和有关部门的工作人员玩忽职守、滥用职权、徇私舞弊，尚不构成犯罪的，依法给予处分。",惩罚
,中华人民共和国网络安全法,74,"违反本法规定，给他人造成损害的，依法承担民事责任。
　　违反本法规定，构成违反治安管理行为的，依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。",惩罚
,中华人民共和国网络安全法,75,境外的机构、组织、个人从事攻击、侵入、干扰、破坏等危害中华人民共和国的关键信息基础设施的活动，造成严重后果的，依法追究法律责任；国务院公安部门和有关部门并可以决定对该机构、组织、个人采取冻结财产或者其他必要的制裁措施。,惩罚
13,互联网域名管理办法,1,为了规范互联网域名服务，保护用户合法权益，保障互联网域名系统安全、可靠运行，推动中文域名和国家顶级域名发展和应用，促进中国互联网健康发展，根据《中华人民共和国行政许可法》《国务院对确需保留的行政审批项目设定行政许可的决定》等规定，参照国际上互联网域名管理准则，制定本办法。,法规目的
,互联网域名管理办法,2,在中华人民共和国境内从事互联网域名服务及其运行维护、监督管理等相关活动，应当遵守本办法。,法规部署
,互联网域名管理办法,3,"工业和信息化部对全国的域名服务实施监督管理，主要职责是：
　　（一）制定互联网域名管理规章及政策；
　　（二）制定中国互联网域名体系、域名资源发展规划；
　　（三）管理境内的域名根服务器运行机构和域名注册管理机构；
　　（四）负责域名体系的网络与信息安全管理；
　　（五）依法保护用户个人信息和合法权益；
　　（六）负责与域名有关的国际协调；
　　（七）管理境内的域名解析服务；
　　（八）管理其他与域名服务相关的活动。",法规部署
,互联网域名管理办法,4,"各省、自治区、直辖市通信管理局对本行政区域内的域名服务实施监督管理，主要职责是：
　　（一）贯彻执行域名管理法律、行政法规、规章和政策；
　　（二）管理本行政区域内的域名注册服务机构；
　　（三）协助工业和信息化部对本行政区域内的域名根服务器运行机构和域名注册管理机构进行管理；
　　（四）负责本行政区域内域名系统的网络与信息安全管理；
　　（五）依法保护用户个人信息和合法权益；
　　（六）管理本行政区域内的域名解析服务；
　　（七）管理本行政区域内其他与域名服务相关的活动。",法规部署
,互联网域名管理办法,5,中国互联网域名体系由工业和信息化部予以公告。根据域名发展的实际情况，工业和信息化部可以对中国互联网域名体系进行调整。,法规部署
,互联网域名管理办法,6,"“.CN”和“.中国”是中国的国家顶级域名。
　　中文域名是中国互联网域名体系的重要组成部分。国家鼓励和支持中文域名系统的技术研究和推广应用。",法规倡议
,互联网域名管理办法,7,提供域名服务，应当遵守国家相关法律法规，符合相关技术规范和标准。,运营者要求
,互联网域名管理办法,8,任何组织和个人不得妨碍互联网域名系统的安全和稳定运行。,使用者要求
,互联网域名管理办法,9,在境内设立域名根服务器及域名根服务器运行机构、域名注册管理机构和域名注册服务机构的，应当依据本办法取得工业和信息化部或者省、自治区、直辖市通信管理局（以下统称电信管理机构）的相应许可。,法规部署
,互联网域名管理办法,10,"申请设立域名根服务器及域名根服务器运行机构的，应当具备以下条件：
　　（一）域名根服务器设置在境内，并且符合互联网发展相关规划及域名系统安全稳定运行要求；
　　（二）是依法设立的法人，该法人及其主要出资者、主要经营管理人员具有良好的信用记录； 
　　（三）具有保障域名根服务器安全可靠运行的场地、资金、环境、专业人员和技术能力以及符合电信管理机构要求的信息管理系统；
　　（四）具有健全的网络与信息安全保障措施，包括管理人员、网络与信息安全管理制度、应急处置预案和相关技术、管理措施等；
　　（五）具有用户个人信息保护能力、提供长期服务的能力及健全的服务退出机制；
　　（六）法律、行政法规规定的其他条件。",运营者要求
,互联网域名管理办法,11,"申请设立域名注册管理机构的，应当具备以下条件：
　　（一）域名管理系统设置在境内，并且持有的顶级域名符合相关法律法规及域名系统安全稳定运行要求；
　　（二）是依法设立的法人，该法人及其主要出资者、主要经营管理人员具有良好的信用记录；
　　（三）具有完善的业务发展计划和技术方案以及与从事顶级域名运行管理相适应的场地、资金、专业人员以及符合电信管理机构要求的信息管理系统；
　　（四）具有健全的网络与信息安全保障措施，包括管理人员、网络与信息安全管理制度、应急处置预案和相关技术、管理措施等；
　　（五）具有进行真实身份信息核验和用户个人信息保护的能力、提供长期服务的能力及健全的服务退出机制；
　　（六）具有健全的域名注册服务管理制度和对域名注册服务机构的监督机制；
　　（七）法律、行政法规规定的其他条件。",运营者要求
,互联网域名管理办法,12,"申请设立域名注册服务机构的，应当具备以下条件：
　　（一）在境内设置域名注册服务系统、注册数据库和相应的域名解析系统；
　　（二）是依法设立的法人，该法人及其主要出资者、主要经营管理人员具有良好的信用记录；
　　（三）具有与从事域名注册服务相适应的场地、资金和专业人员以及符合电信管理机构要求的信息管理系统；
　　（四）具有进行真实身份信息核验和用户个人信息保护的能力、提供长期服务的能力及健全的服务退出机制；
　　（五）具有健全的域名注册服务管理制度和对域名注册代理机构的监督机制；
　　（六）具有健全的网络与信息安全保障措施，包括管理人员、网络与信息安全管理制度、应急处置预案和相关技术、管理措施等；
　　（七）法律、行政法规规定的其他条件。",运营者要求
,互联网域名管理办法,13,"申请设立域名根服务器及域名根服务器运行机构、域名注册管理机构的，应当向工业和信息化部提交申请材料。申请设立域名注册服务机构的，应当向住所地省、自治区、直辖市通信管理局提交申请材料。
　　申请材料应当包括：
　　（一）申请单位的基本情况及其法定代表人签署的依法诚信经营承诺书；
　　（二）对域名服务实施有效管理的证明材料，包括相关系统及场所、服务能力的证明材料、管理制度、与其他机构签订的协议等；
　　（三）网络与信息安全保障制度及措施；
　　（四）证明申请单位信誉的材料。",运营者要求
,互联网域名管理办法,14,申请材料齐全、符合法定形式的，电信管理机构应当向申请单位出具受理申请通知书；申请材料不齐全或者不符合法定形式的，电信管理机构应当场或者在5个工作日内一次性书面告知申请单位需要补正的全部内容；不予受理的，应当出具不予受理通知书并说明理由。,法规部署
,互联网域名管理办法,15,"电信管理机构应当自受理之日起20个工作日内完成审查，作出予以许可或者不予许可的决定。20个工作日内不能作出决定的，经电信管理机构负责人批准，可以延长10个工作日，并将延长期限的理由告知申请单位。需要组织专家论证的，论证时间不计入审查期限。
　　予以许可的，应当颁发相应的许可文件；不予许可的，应当书面通知申请单位并说明理由。",法规部署
,互联网域名管理办法,16,域名根服务器运行机构、域名注册管理机构和域名注册服务机构的许可有效期为5年。,法规定义
